2019-02-01 01:52:54,558 [my-scheduled-task-pool-1] DEBUG [service=delivery-service,traceId=,spanId=]  c.b.d.OrderUpdateSchedulerService - Assign Delivery boy for new Orders
2019-02-01 01:54:51,956 [http-nio-8080-exec-1] INFO  [service=delivery-service,traceId=,spanId=]  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
2019-02-01 01:54:51,957 [http-nio-8080-exec-1] INFO  [service=delivery-service,traceId=,spanId=]  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started
2019-02-01 01:54:52,058 [http-nio-8080-exec-1] INFO  [service=delivery-service,traceId=,spanId=]  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 101 ms
2019-02-01 01:57:53,383 [my-scheduled-task-pool-1] DEBUG [service=delivery-service,traceId=,spanId=]  c.b.d.OrderUpdateSchedulerService - Assign Delivery boy for new Orders
2019-02-01 02:03:16,523 [my-scheduled-task-pool-2] DEBUG [service=delivery-service,traceId=,spanId=]  c.b.d.OrderUpdateSchedulerService - Assign Delivery boy for new Orders
2019-02-01 02:06:01,232 [RMI TCP Connection(2)-127.0.0.1] INFO  [service=delivery-service,traceId=,spanId=]  o.s.b.a.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin - Application shutdown requested.
2019-02-01 02:06:01,232 [RMI TCP Connection(2)-127.0.0.1] INFO  [service=delivery-service,traceId=,spanId=]  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Closing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@45c7e403: startup date [Fri Feb 01 01:51:42 CST 2019]; root of context hierarchy
2019-02-01 02:06:01,235 [RMI TCP Connection(2)-127.0.0.1] INFO  [service=delivery-service,traceId=,spanId=]  o.s.j.e.a.AnnotationMBeanExporter - Unregistering JMX-exposed beans on shutdown
2019-02-01 02:06:23,207 [main] INFO  [service=delivery-service,traceId=,spanId=]  c.b.d.SpringBootWebApplication - Starting SpringBootWebApplication on LAPTOP-7AQIORIF with PID 32388 (C:\WORK\JAN-29\spring-boot-web-jsp\target\classes started by baski in C:\WORK\JAN-29\spring-boot-web-jsp)
2019-02-01 02:06:23,210 [main] DEBUG [service=delivery-service,traceId=,spanId=]  c.b.d.SpringBootWebApplication - Running with Spring Boot v1.4.2.RELEASE, Spring v4.3.4.RELEASE
2019-02-01 02:06:23,211 [main] INFO  [service=delivery-service,traceId=,spanId=]  c.b.d.SpringBootWebApplication - No active profile set, falling back to default profiles: default
2019-02-01 02:06:23,268 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@45c7e403: startup date [Fri Feb 01 02:06:23 CST 2019]; root of context hierarchy
2019-02-01 02:06:23,474 [background-preinit] INFO  [service=delivery-service,traceId=,spanId=]  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 5.2.4.Final
2019-02-01 02:06:25,260 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 8080 (http)
2019-02-01 02:06:25,273 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.a.catalina.core.StandardService - Starting service Tomcat
2019-02-01 02:06:25,274 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.a.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.6
2019-02-01 02:06:25,741 [localhost-startStop-1] INFO  [service=delivery-service,traceId=,spanId=]  org.apache.jasper.servlet.TldScanner - At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
2019-02-01 02:06:25,747 [localhost-startStop-1] INFO  [service=delivery-service,traceId=,spanId=]  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-02-01 02:06:25,747 [localhost-startStop-1] INFO  [service=delivery-service,traceId=,spanId=]  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2479 ms
2019-02-01 02:06:26,029 [localhost-startStop-1] INFO  [service=delivery-service,traceId=,spanId=]  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
2019-02-01 02:06:26,032 [localhost-startStop-1] INFO  [service=delivery-service,traceId=,spanId=]  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2019-02-01 02:06:26,033 [localhost-startStop-1] INFO  [service=delivery-service,traceId=,spanId=]  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
2019-02-01 02:06:26,033 [localhost-startStop-1] INFO  [service=delivery-service,traceId=,spanId=]  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
2019-02-01 02:06:26,035 [localhost-startStop-1] INFO  [service=delivery-service,traceId=,spanId=]  o.s.b.w.s.DelegatingFilterProxyRegistrationBean - Mapping filter: 'springSecurityFilterChain' to: [/*]
2019-02-01 02:06:26,035 [localhost-startStop-1] INFO  [service=delivery-service,traceId=,spanId=]  o.s.b.w.s.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
2019-02-01 02:06:26,662 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@49dbaaf3, org.springframework.security.web.context.SecurityContextPersistenceFilter@383f1975, org.springframework.security.web.header.HeaderWriterFilter@31cb96e1, org.springframework.security.web.authentication.logout.LogoutFilter@319854f0, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@4f186450, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@1a5f7e7c, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@51ec2df1, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@73a00e09, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2dbd803f, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@22d9c961, org.springframework.security.web.session.SessionManagementFilter@64030b91, org.springframework.security.web.access.ExceptionTranslationFilter@4cafa9aa, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@476ec9d0]
2019-02-01 02:06:26,790 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@45c7e403: startup date [Fri Feb 01 02:06:23 CST 2019]; root of context hierarchy
2019-02-01 02:06:26,857 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/getNewOrders]}" onto public java.lang.String com.bitemii.delivery.WelcomeController.getNewOrders(java.util.Map<java.lang.String, java.lang.Object>)
2019-02-01 02:06:26,858 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/]}" onto public java.lang.String com.bitemii.delivery.WelcomeController.welcome(java.util.Map<java.lang.String, java.lang.Object>)
2019-02-01 02:06:26,858 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/getDeliveryStaffDetails]}" onto public java.lang.String com.bitemii.delivery.WelcomeController.getDeliveryStaffDetails(java.util.Map<java.lang.String, java.lang.Object>)
2019-02-01 02:06:26,858 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/getAssignedDeliveryStaff]}" onto public java.lang.String com.bitemii.delivery.WelcomeController.getAssignedDeliveryStaff(java.util.Map<java.lang.String, java.lang.Object>)
2019-02-01 02:06:26,862 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2019-02-01 02:06:26,862 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2019-02-01 02:06:26,906 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2019-02-01 02:06:26,906 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2019-02-01 02:06:26,955 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2019-02-01 02:06:27,183 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.s.j.e.a.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
2019-02-01 02:06:27,200 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.s.s.c.ThreadPoolTaskScheduler - Initializing ExecutorService 
2019-02-01 02:06:27,206 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2019-02-01 02:06:27,214 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler [http-nio-8080]
2019-02-01 02:06:27,240 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.a.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
2019-02-01 02:06:27,273 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat started on port(s): 8080 (http)
2019-02-01 02:06:27,277 [main] INFO  [service=delivery-service,traceId=,spanId=]  c.b.d.SpringBootWebApplication - Started SpringBootWebApplication in 4.498 seconds (JVM running for 5.634)
2019-02-01 02:07:24,340 [http-nio-8080-exec-1] INFO  [service=delivery-service,traceId=,spanId=]  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
2019-02-01 02:07:24,340 [http-nio-8080-exec-1] INFO  [service=delivery-service,traceId=,spanId=]  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started
2019-02-01 02:07:24,371 [http-nio-8080-exec-1] INFO  [service=delivery-service,traceId=,spanId=]  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 31 ms
2019-02-01 02:08:12,406 [my-scheduled-task-pool-1] DEBUG [service=delivery-service,traceId=,spanId=]  c.b.d.OrderUpdateSchedulerService - Assign Delivery boy for new Orders
2019-02-01 02:08:39,844 [RMI TCP Connection(2)-127.0.0.1] INFO  [service=delivery-service,traceId=,spanId=]  o.s.b.a.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin - Application shutdown requested.
2019-02-01 02:08:39,845 [RMI TCP Connection(2)-127.0.0.1] INFO  [service=delivery-service,traceId=,spanId=]  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Closing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@45c7e403: startup date [Fri Feb 01 02:06:23 CST 2019]; root of context hierarchy
2019-02-01 02:08:39,847 [RMI TCP Connection(2)-127.0.0.1] INFO  [service=delivery-service,traceId=,spanId=]  o.s.j.e.a.AnnotationMBeanExporter - Unregistering JMX-exposed beans on shutdown
2019-02-01 02:09:06,873 [main] INFO  [service=delivery-service,traceId=,spanId=]  c.b.d.SpringBootWebApplication - Starting SpringBootWebApplication on LAPTOP-7AQIORIF with PID 28220 (C:\WORK\JAN-29\spring-boot-web-jsp\target\classes started by baski in C:\WORK\JAN-29\spring-boot-web-jsp)
2019-02-01 02:09:06,876 [main] DEBUG [service=delivery-service,traceId=,spanId=]  c.b.d.SpringBootWebApplication - Running with Spring Boot v1.4.2.RELEASE, Spring v4.3.4.RELEASE
2019-02-01 02:09:06,877 [main] INFO  [service=delivery-service,traceId=,spanId=]  c.b.d.SpringBootWebApplication - No active profile set, falling back to default profiles: default
2019-02-01 02:09:06,931 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@45c7e403: startup date [Fri Feb 01 02:09:06 CST 2019]; root of context hierarchy
2019-02-01 02:09:07,093 [background-preinit] INFO  [service=delivery-service,traceId=,spanId=]  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 5.2.4.Final
2019-02-01 02:09:08,706 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 8080 (http)
2019-02-01 02:09:08,721 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.a.catalina.core.StandardService - Starting service Tomcat
2019-02-01 02:09:08,722 [main] INFO  [service=delivery-service,traceId=,spanId=]  o.a.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.6
2019-02-01 02:09:09,120 [localhost-startStop-1] INFO  [service=delivery-service,traceId=,spanId=]  org.apache.jasper.servlet.TldScanner - At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
2019-02-01 02:09:09,126 [localhost-startStop-1] INFO  [service=delivery-service,traceId=,spanId=]  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
